bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres,main_author
3316,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,ger,407,9,0,2003-03-01,Suhrkamp,"Fiction;Historical,Historical Fiction;Classics;Literature;Novels;Nobel Prize;Historical;War;Literature,20th Century;Literary Fiction",Ivo Andrić
3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,04.02,eng,188,13,1,1993-08-23,Hodder Children's Books,"Childrens;Fiction;European Literature,British Literature;Childrens,School Stories;Childrens,Middle Grade;Young Adult",Jean Estoril
3340,The Story of Salt,Mark Kurlansky/S.D. Schindler,04.08,eng,48,382,85,2006-09-07,G.P. Putnam's Sons Books for Young Readers,"History;Nonfiction;Childrens,Picture Books;Science;Food and Drink,Food;Childrens;Historical;Childrens,Middle Grade;Academic,School;Education",Mark Kurlansky
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4.0,eng,203,768,96,2006-09-12,Modern Library,"History;Nonfiction;Philosophy;Politics;Social Movements,Social Justice;Sociology;War;Psychology;Social Science;Religion",Mark Kurlansky
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319,191,26,2006-02-28,Random House Trade,Fiction;Contemporary;New York;Audiobook,Mark Kurlansky
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,eng,294,970,104,1998-07-01,Penguin Books,"History;Nonfiction;Food and Drink,Food;Science;Animals;Environment,Nature;History,Microhistory;Science,Natural History;Environment;History,World History",Mark Kurlansky
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,eng,480,2046,248,2005-01-11,Random House Trade Paperbacks,"History;Nonfiction;Politics;North American Hi...,American History;Audiobook;Sociology;Music;History,World History;Historical;War",Mark Kurlansky
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,eng,456,51,2,2002-03-26,Ballantine Books,"History;Nonfiction;Literature,Jewish;Judaism,Judaica;Religion",Mark Kurlansky
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,eng,400,3457,329,2001-02-01,Penguin Books,"History;Nonfiction;Cultural,Spain;Travel;History,European History;Politics;Cultural,France;Historical;Audiobook;Anthropology",Mark Kurlansky
3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,eng,48,127,25,2001-09-10,G.P. Putnam's Sons Books for Young Readers,"History;Nonfiction;Food and Drink,Food;Science;Animals;Environment,Nature;History,Microhistory;Science,Natural History;Environment;History,World History",Mark Kurlansky
3357,Harry Potter Y La Piedra Filosofal (Harry Potter #1),J.K. Rowling,4.47,spa,254,142,12,2001-03-06,Turtleback Books,"Fantasy;Fiction;Young Adult;Fantasy,Magic;Childrens;Childrens,Middle Grade;Classics;Adventure;Audiobook;Science Fiction Fantasy",J.K. Rowling
3359,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,eng,557,856,146,2000-12-01,Penguin Classics,"Fiction;Historical,Historical Fiction;Classics;Westerns;Literature;Literary Fiction;Novels;Historical;Book Club;Audiobook",Wallace Stegner
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,en-US,201,7736,641,2005-08-28,New Riders Publishing,"Design;Nonfiction;Business;Computer Science,Programming;Science,Technology;Design,Website Design;Design,Usability;Science,Computer Science;Internet,Web;Computer Science,Technical",Steve Krug
3384,Girlfriend in a Coma,Douglas Coupland,3.62,eng,288,15798,612,1999-03-01,ReganBooks,"Fiction;Cultural,Canada;Contemporary;Science Fiction;Novels;Science Fiction,Dystopia;Apocalyptic,Post Apocalyptic;Fantasy;Literature;Literary Fiction",Douglas Coupland
3388,Corelli's Mandolin,Louis de Bernières,3.98,eng,437,62954,1791,1995-08-29,Vintage Books,"Fiction;Historical,Historical Fiction;Romance;Classics;War;Cultural,Greece;Historical;War,World War II;Novels;Literature",Louis de Bernières
3402,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah Adams,3.4,eng,179,1084,131,2006-07-03,Mariner Books,"Fiction;Cultural,France;Young Adult;Contemporary;European Literature,French Literature;Academic,School;Realistic Fiction;Literature;Academic,Read For School;Young Adult,Coming Of Age",Faïza Guène
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,en-US,406,1170,117,1999-12-22,Harper Perennial,"Nonfiction;History;Cultural,African American;Race;Sociology;Historical;Social Issues,Class;North American Hi...,American History;Cultural;Social Movements,Social Justice",Lawrence Otis Graham
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,eng,480,138,29,2006-06-27,Harper,"History;Biography;Nonfiction;Cultural,African American;Historical;Sociology;Race;Politics;North American Hi...,American History;Biography,Autobiography",Lawrence Otis Graham
3409,Temptations,Otis Williams/Patricia Romanowski,4.19,eng,304,99,16,2002-06-25,Cooper Square Press,"Music;Nonfiction;Biography;History;Cultural,African American",Otis Williams
3413,The Thorn Birds,Colleen McCullough,4.23,eng,673,533,66,2005-09-06,Avon Books,"Fiction;Historical,Historical Fiction;Romance;Classics;Cultural,Australia;Historical;Romance,Historical Romance;Drama;Novels;Adult",Colleen McCullough
3416,Caesar (Masters of Rome #5),Colleen McCullough,4.37,eng,928,5991,120,2003-01-28,Avon Books,"Historical,Historical Fiction;Fiction;Historical;Roman;History,Ancient History;Cultural,Italy;War;Literature;Novels;Politics",Colleen McCullough
3417,Caesar's Women (Masters of Rome #4),Colleen McCullough,4.25,eng,943,5423,157,1997-02-01,Avon Books,"Historical,Historical Fiction;Fiction;Historical;Roman;History,Ancient History;Cultural,Italy;Literature,Ancient;Novels;Politics;Drama",Colleen McCullough
3418,On Off (Carmine Delmonico #1),Colleen McCullough,3.52,eng,372,1182,175,2006-05-23,Simon & Schuster,"Mystery;Thriller;Fiction;Mystery,Crime;Mystery,Detective;Thriller,Mystery Thriller;Audiobook;Historical,Historical Fiction;Suspense;Horror",Colleen McCullough
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,en-US,768,39,7,1999-02-14,Wings Books,Fiction,Colleen McCullough
3420,Morgan's Run,Colleen McCullough,3.95,eng,848,3478,191,2002-01-01,Pocket Books,"Historical,Historical Fiction;Fiction;Cultural,Australia;Historical;Romance;Novels;Literature,18th Century;Adventure;European Literature,British Literature;Roman",Colleen McCullough
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome #6),Colleen McCullough,4.29,eng,1110,4291,119,2003-10-28,Pocket Books,"Historical,Historical Fiction;Fiction;Historical;Roman;Northern Africa,Egypt;Cultural,Italy;Literature,Ancient;History,Ancient History;Novels;War",Colleen McCullough
3422,The First Man in Rome (Masters of Rome #1),Colleen McCullough,4.11,eng,896,311,49,1990-09-28,William Morrow & Company,"Historical,Historical Fiction;Fiction;Historical;Cultural,Italy;History,Ancient History;Roman;Novels;War;Classics;Literature,Ancient",Colleen McCullough
3424,The Grass Crown (Masters of Rome #2),Colleen McCullough,4.3,eng,1104,9623,199,1992-07-01,Avon Books,"Historical,Historical Fiction;Fiction;Historical;Roman;Cultural,Italy;History,Ancient History;Literature,Ancient;Novels;Literature;War",Colleen McCullough
3425,Tim,Colleen McCullough,3.81,eng,288,153,17,1990-11-01,Avon Books,"Fiction;Romance;Cultural,Australia;Contemporary;Classics;Disability;Drama;Historical,Historical Fiction;Romance,Contemporary Romance;Novels",Colleen McCullough
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,eng,128,24,2,2000-12-14,Cliffs Notes,Literary Criticism,Jill Colella
3431,The Five People You Meet in Heaven,Mitch Albom,3.93,eng,196,520051,16562,2003-09-23,Hyperion,Fiction;Inspirational;Contemporary;Fantasy;Classics;Spirituality;Adult;Philosophy;Adult Fiction;Novels,Mitch Albom
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng,272,16588,1606,2004-04-15,Vintage Books,"Fiction;Mystery;Young Adult;Contemporary;Classics;Novels;Neurodiversity,Autistic Spectrum Disorder;Psychology;Academic,School;Literature",Mark Haddon
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,eng,268,6124,754,2004-04-01,Red Fox,"Fiction;Mystery;Young Adult;Contemporary;Classics;Novels;Neurodiversity,Autistic Spectrum Disorder;Psychology;Academic,School;Literature",Mark Haddon
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,eng,240,34,6,2006-03-28,Doubleday Canada,"Fiction;Mystery;Young Adult;Contemporary;Classics;Novels;Neurodiversity,Autistic Spectrum Disorder;Psychology;Academic,School;Literature",Mark Haddon
3444,Northern Lights,Tim O'Brien,3.29,eng,372,981,69,1999-09-01,Broadway Books,"Fiction;War;Literary Fiction;Historical,Historical Fiction;Literature;Contemporary;Historical;Action;American,American Fiction;Literature,American",Tim O'Brien
3445,If I Die in a Combat Zone Box Me Up and Ship Me Home,Tim O'Brien,3.95,eng,225,7763,362,1999-09-01,Broadway Books,"Nonfiction;War;History;Autobiography,Memoir;War,Military Fiction;Biography;Biography,Autobiography;Biography Memoir;Military,Military History;Historical",Tim O'Brien
3446,Going After Cacciato,Tim O'Brien,3.91,eng,351,10384,637,1999-09-01,Broadway/Crown Publishing Group,"Fiction;War;Historical,Historical Fiction;Literature;Classics;Novels;Historical;War,Military Fiction;Literary Fiction;Literature,American",Tim O'Brien
3447,In the Lake of the Woods,Tim O'Brien,3.78,eng,303,14655,1211,2006-09-01,Mariner Books,"Fiction;Mystery;Historical,Historical Fiction;War;Literature;Novels;Literary Fiction;Thriller,Mystery Thriller;Thriller;Contemporary",Tim O'Brien
3449,The Nuclear Age,Tim O'Brien,3.45,eng,320,945,61,1996-12-01,Penguin Books,"Fiction;Literature;Novels;Historical,Historical Fiction;Literary Fiction;War;Historical;Adult;Adult Fiction;Literature,American",Tim O'Brien
3462,The Rescue,Nicholas Sparks,4.11,eng,352,154933,3141,2005-04-01,Grand Central Publishing,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Drama;Love;Audiobook",Nicholas Sparks
3463,A Bend in the Road,Nicholas Sparks,04.03,eng,341,125693,3229,2005-04-01,Grand Central Publishing,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Mystery;Drama;Love",Nicholas Sparks
3464,True Believer (Jeremy Marsh & Lexie Darnell #1),Nicholas Sparks,3.8,eng,465,68228,2425,2006-04-11,Grand Central Publishing,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Mystery;Love;Audiobook",Nicholas Sparks
3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,04.03,eng,368,36784,2658,2006-01-03,Grand Central Publishing,"Nonfiction;Autobiography,Memoir;Biography;Travel;Romance;Biography Memoir;Biography,Autobiography;Adult;Audiobook;Womens Fiction,Chick Lit",Nicholas Sparks
3466,The Wedding (The Notebook #2),Nicholas Sparks,3.99,eng,276,126629,5295,2005-08-01,Vision,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Love;Romance,Love Story;Drama",Nicholas Sparks
3468,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,spa,444,31,3,2005-04-01,Roca Editorial,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Mystery;Drama;Thriller",Nicholas Sparks
3469,Nights in Rodanthe,Nicholas Sparks,3.84,en-US,212,1596,157,2004-08-01,Warner Books,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Love;Drama;Novels",Nicholas Sparks
3471,Message in a Bottle,Nicholas Sparks,3.96,en-GB,370,2755,218,1999-02-01,Grand Central Publishing,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Drama;Love;Novels",Nicholas Sparks
3473,A Walk to Remember,Nicholas Sparks,4.17,eng,240,555995,10173,2004-09-01,Grand Central Publishing,"Romance;Fiction;Contemporary;Womens Fiction,Chick Lit;Young Adult;Adult;Romance,Contemporary Romance;Drama;Adult Fiction;Love",Nicholas Sparks
3476,Icy Sparks,Gwyn Hyman Rubio,3.7,eng,320,37936,1192,2001-03-08,Penguin Books,"Fiction;Historical,Historical Fiction;Adult Fiction;Contemporary;Young Adult,Coming Of Age;Novels;Womens Fiction,Chick Lit;Book Club;Historical;Literary Fiction",Gwyn Hyman Rubio
3478,Message in a Bottle,Nicholas Sparks,3.96,eng,342,201488,3496,1999-12-01,Warner Books,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Drama;Love;Novels",Nicholas Sparks
3479,Sugarplums and Scandal (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,eng,327,1967,66,2006-10-31,Avon Books,"Romance;Paranormal,Vampires;Romance,Paranormal Romance;Fantasy,Paranormal;Anthologies;Holiday,Christmas;Short Stories;Fantasy;Fantasy,Urban Fantasy;Mystery",Lori Avocato
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,eng,514,32370,4212,2006-08-03,Penguin Books Limited,"Fiction;Mystery;Contemporary;Literary Fiction;Young Adult;Novels;Young Adult,Coming Of Age;Thriller,Mystery Thriller;Literature;Adult",Marisha Pessl
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty Enraging and Just Plain Stupid Office Talk,Lois Beckwith,04.03,eng,192,82,9,2006-02-14,Three Rivers Press,Business;Reference;Humor;Nonfiction,Lois Beckwith
3493,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,en-US,112,790,99,2006-10-31,Knopf,"Philosophy;Nonfiction;Writing,Essays;Psychology;Philosophy,Logic;Audiobook;Philosophy,Theory;Literature,21st Century;Language,Writing",Harry G. Frankfurt
3507,Twelve Sharp (Stephanie Plum #12),Janet Evanovich,4.15,eng,310,81381,1925,2006-06-20,St. Martin's Press,"Mystery;Fiction;Humor;Womens Fiction,Chick Lit;Romance;Mystery,Crime;Humor,Comedy;Thriller,Mystery Thriller;Contemporary;Adult",Janet Evanovich
3509,Sharp Edges,Jayne Ann Krentz,3.86,eng,368,2792,73,2004-07-27,Pocket Star Books,"Romance;Romance,Romantic Suspense;Contemporary;Mystery;Suspense;Romance,Contemporary Romance;Fiction;Adult;Thriller,Mystery Thriller;Art",Jayne Ann Krentz
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,04.08,en-US,256,317,33,2001-12-31,Scribner Book Company,"Nonfiction;Parenting;History;Holiday;Self Help;Reference;Historical,Victorian;Holiday,Christmas;Family;Art,Crafts",Sarah Ban Breathnach
3513,The Sly Spy (Olivia Sharp Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,eng,74,51,7,2005-06-14,Yearling Books,Mystery;Childrens;Fiction,Marjorie Weinman Sharmat
3516,The Green Toenails Gang (Olivia Sharp Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,eng,72,41,7,2005-07-12,Yearling Books,Mystery;Childrens,Marjorie Weinman Sharmat
3519,The Pizza Monster (Olivia Sharp Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,eng,80,56,7,2005-05-10,Yearling Books,Childrens;Mystery,Marjorie Weinman Sharmat
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,eng,48,26,5,2002-04-09,Random House Books for Young Readers,Action;Childrens,George E. Stanley
3525,Kare First Love Vol. 9 (Kare First Love #9),Kaho Miyasaka,04.06,eng,208,612,8,2006-09-12,VIZ Media LLC,"Sequential Art,Manga;Romance;Manga,Shojo;Sequential Art,Graphic Novels;Young Adult;Sequential Art,Comics;Drama;Sequential Art,Komik;Comics Manga;Realistic Fiction,Slice Of Life",Kaho Miyasaka
3529,The World's First Love: Mary Mother of God,Fulton J. Sheen,4.59,en-US,276,641,63,1996-09-01,Ignatius Press,"Christianity,Catholic;Religion;Religion,Faith;Religion,Theology;Spirituality;Nonfiction;Religion,Christianity;Prayer;Inspirational",Fulton J. Sheen
3530,Kare First Love Vol. 10 (Kare First Love #10),Kaho Miyasaka,04.09,eng,208,715,18,2006-12-12,VIZ Media LLC,"Sequential Art,Manga;Romance;Manga,Shojo;Sequential Art,Graphic Novels;Young Adult;Sequential Art,Comics;Drama;Sequential Art,Komik;Comics Manga;Cultural,Japan",Kaho Miyasaka
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips,04.08,eng,238,364,21,2000-07-01,Bethany House Publishers,"Fiction;Christian Fiction;Historical,Historical Fiction;Christian;Classics;Literature;Religion,Christianity;Fantasy;Cultural,Scotland;Inspirational",George MacDonald
3532,First Love,Ivan Turgenev/Constance Garnett,3.78,eng,124,5856,310,2004-09-01,Melville House Publishing,"Classics;Fiction;Cultural,Russia;Literature,Russian Literature;Romance;Literature,19th Century;Literature;Short Stories;Novella;Novels",Ivan Turgenev
3536,Love @ First Site,Jane Moore,3.41,en-US,368,910,74,2006-05-09,Broadway Books,"Womens Fiction,Chick Lit;Fiction;Romance;Adult;Audiobook;Womens Fiction;Humor,Comedy;Romance,Contemporary Romance",Jane Moore
3545,First Love Second Chance,Amanda Clark,3.73,eng,304,13,2,1995-02-22,Harlequin Superromance,Romance,Amanda Clark
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin O'Brien,3.5,eng,212,4,0,2003-04-28,Merlin Publishing,Biography;Autobiography,Justin O'Brien
3557,The Modern Prince and Other Writings,Antonio Gramsci,3.89,eng,192,118,9,1959-10-01,International Publishers,"Philosophy;Politics;Nonfiction;Philosophy,Theory;Cultural,Italy;Politics,Political Science;European Literature,Italian Literature",Antonio Gramsci
3562,Emily of New Moon (Emily #1),L.M. Montgomery,4.1,eng,339,38411,1366,1983-04-01,Dell Laurel-Leaf,"Classics;Fiction;Young Adult;Historical,Historical Fiction;Childrens;Childrens,Middle Grade;Cultural,Canada;Historical;Romance;Young Adult,Coming Of Age",L.M. Montgomery
3564,The Selected Journals Of L.M. Montgomery Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,eng,410,184,22,2004-11-04,Oxford University Press USA,"Nonfiction;Autobiography,Memoir;Biography;Cultural,Canada;Diary,Journal;Biography Memoir;Classics",L.M. Montgomery
3566,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,en-US,246,928,27,1994-11-01,Bantam Starfire,"Short Stories;Fiction;Classics;Young Adult;Historical,Historical Fiction;Childrens;Cultural,Canada;Historical;Womens Fiction,Chick Lit;Anthologies,Collections",L.M. Montgomery
3574,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,eng,8,63,8,1998-12-01,Blackstone Audiobooks,"Classics;Fiction;Young Adult;Historical,Historical Fiction;Childrens;Historical;Romance;Audiobook;Cultural,Canada;Childrens,Middle Grade",L.M. Montgomery
3577,A Tangled Web,L.M. Montgomery,3.88,eng,288,3760,248,1989-08-01,Seal Books,"Classics;Fiction;Young Adult;Historical,Historical Fiction;Romance;Historical;Cultural,Canada;Childrens;Adult;Literature,20th Century",L.M. Montgomery
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables #1-8),L.M. Montgomery,4.43,eng,2088,98611,1447,1998-10-06,Starfire,"Classics;Fiction;Young Adult;Childrens;Historical,Historical Fiction;Romance;Childrens,Middle Grade;Historical;Cultural,Canada;Literature",L.M. Montgomery
3580,Pat of Silver Bush (Pat #1),L.M. Montgomery,3.9,eng,288,6082,188,1988-06-01,Seal Books,"Classics;Fiction;Young Adult;Historical,Historical Fiction;Childrens;Historical;Cultural,Canada;Romance;Childrens,Middle Grade;Young Adult,Coming Of Age",L.M. Montgomery
3581,Sherlock Holmes: The Complete Novels and Stories Volume I,Arthur Conan Doyle,4.47,eng,1059,24087,554,1986-08-26,Bantam Classics,"Classics;Mystery;Fiction;Short Stories;Mystery,Crime;Mystery,Detective;Thriller,Mystery Thriller;Literature;Historical,Historical Fiction;European Literature,British Literature",Arthur Conan Doyle
3582,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,eng,1878,1411,54,2004-11-30,W. W. Norton & Company,"Mystery;Classics;Fiction;Short Stories;Mystery,Crime;Literature;Mystery,Detective;Historical,Victorian;Literature,19th Century;Reference",Arthur Conan Doyle
3583,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,eng,907,2203,32,2005-11-07,W. W. Norton & Company,"Classics;Mystery;Fiction;Mystery,Crime;Mystery,Detective;Literature;Short Stories;Thriller;Thriller,Mystery Thriller;Historical,Victorian",Arthur Conan Doyle
3584,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,eng,244,2037,71,2006-03-01,Wiley Publishing,"Nonfiction;Science;Mystery;History;Mystery,Crime;Crime,True Crime;Historical;Writing,Books About Books;Literature,21st Century;Science,Popular Science",E.J. Wagner
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,eng,6,18,4,2006-04-20,HighBridge Company,"Mystery;Classics;Fiction;Short Stories;Audiobook;Historical,Victorian;Mystery,Detective;Classics,Classic Literature",Arthur Conan Doyle
3587,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,eng,304,29,6,2006-10-11,Atlantic Monthly Press,"Biography;Mystery;Nonfiction;History;Mystery,Crime;Classics;Literature,21st Century",Nick Rennison
3595,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,eng,218,119,8,1996-10-15,Grosset & Dunlap,Classics;Mystery;Short Stories,Arthur Conan Doyle
3597,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,eng,334,2184,87,2001-07-01,Gramercy Books,"Classics;Mystery;Fiction;Short Stories;Mystery,Crime;Mystery,Detective;Literature;Thriller,Mystery Thriller;Historical,Historical Fiction;European Literature,British Literature",Arthur Conan Doyle
3603,Personal Finance For Dummies,Eric Tyson,3.77,en-GB,458,114,15,2006-10-01,For Dummies,"Economics,Finance;Nonfiction;Business;Finance,Personal Finance;Reference;Self Help;Currency,Money;Economics;How To;Education",Eric Tyson
3604,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,eng,454,925,92,2003-08-01,John Wiley & Sons,"Economics,Finance;Nonfiction;Business;Finance,Personal Finance;Reference;Self Help;Currency,Money;Economics;How To;Education",Eric Tyson
3631,Catching Alice,Clare Naylor,3.38,en-US,328,948,27,2000-10-31,Ballantine Books,"Womens Fiction,Chick Lit;Fiction;Romance",Clare Naylor
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,eng,157,5044,316,2003-09-03,Multnomah Books,"Christian;Nonfiction;Self Help;Self Help,Personal Development;Spirituality;Business;Inspirational;Religion,Faith;Religion,Christianity;Leadership",Bruce H. Wilkinson
3636,The Giver (The Giver #1),Lois Lowry,4.13,eng,208,1585589,56604,2006-01-24,Ember,"Young Adult;Fiction;Classics;Science Fiction,Dystopia;Science Fiction;Fantasy;Academic,School;Childrens,Middle Grade;Childrens;Academic,Read For School",Lois Lowry
3638,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,eng,192,2201,218,2019-04-02,HarperCollins,"Fantasy;Fiction;Childrens;Childrens,Middle Grade;Young Adult;Literature,Banned Books;Horror;Fantasy,Magic;Childrens,Juvenile;Academic,Read For School",Bill Brittain
3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,eng,288,1760,135,1989-11-29,Ballantine Books,"History;Nonfiction;Anthropology;North American Hi...,American History;Native Americans;History,Native American History;Historical;Audiobook;Race;Literature,American",Jack Weatherford
3649,The Last Life,Claire Messud,3.56,eng,400,1426,201,2000-09-28,Mariner Books,"Fiction;Cultural,France;Young Adult,Coming Of Age;Contemporary;Northern Africa,Algeria;Novels;Literature;Literary Fiction;Historical,Historical Fiction;Young Adult",Claire Messud
3650,The Hunters,Claire Messud,3.42,eng,200,406,64,2003-05-18,Picador,"Fiction;Short Stories;Novels;Literature;Novella;Literary Fiction;Cultural,Ukraine;Own",Claire Messud
3651,When the World Was Steady,Claire Messud,3.17,eng,270,481,58,1995-09-01,Granta,"Fiction;Literary Fiction;Novels;Contemporary;Cultural,Scotland;European Literature,British Literature",Claire Messud
3656,The Sea,John Banville,3.51,eng,195,19308,1803,2006-08-15,Vintage Books,"Fiction;Cultural,Ireland;European Literature,Irish Literature;Literary Fiction;Literature;Novels;Contemporary;Literature,21st Century;European Literature,British Literature;Classics",John Banville
3657,The Sea,John Banville,3.51,eng,195,586,103,2005-12-07,Alfred A. Knopf Inc,"Fiction;Cultural,Ireland;European Literature,Irish Literature;Literary Fiction;Literature;Novels;Contemporary;Literature,21st Century;European Literature,British Literature;Classics",John Banville
3659,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,eng,220,3202,278,2001-06-12,Vintage Books,"Fiction;Cultural,Ireland;Mystery;European Literature,Irish Literature;Literature;Novels;Literary Fiction;Mystery,Crime;Contemporary;Classics",John Banville
3660,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,eng,240,387,29,1996-05-28,Vintage Books,"Fiction;European Literature,Irish Literature;Cultural,Ireland;Contemporary;Literature;Novels;Literature,20th Century;Literary Fiction;Historical,Historical Fiction;Art",John Banville
3661,Doctor Copernicus (The Revolutions Trilogy #1),John Banville,3.65,eng,242,583,60,1993-10-12,Vintage Books,"Fiction;Historical,Historical Fiction;European Literature,Irish Literature;Cultural,Ireland;Novels;Historical;Literature,20th Century;Literature;Contemporary;Literary Fiction",John Banville
3664,Shroud (The Cleave Trilogy #2),John Banville,3.66,eng,257,974,81,2004-06-08,Vintage Books,"Fiction;Cultural,Ireland;European Literature,Irish Literature;Contemporary;Literary Fiction;Literature;Novels;Cultural,Italy;Literature,21st Century;Literature,European Literature",John Banville
3665,Ghosts,John Banville,3.61,eng,244,33,3,1998-12-17,Picador,"Fiction;European Literature,Irish Literature;Novels;Cultural,Ireland;Literature;Contemporary;Literary Fiction;Mystery;Mystery,Crime;Horror",John Banville
3679,On Beauty,Zadie Smith,3.73,eng,445,53736,3657,2006-08-29,Penguin Books,"Fiction;Contemporary;Novels;Literary Fiction;European Literature,British Literature;Literature;Adult Fiction;Family;Race;Adult",Zadie Smith
3682,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,eng,403,189652,8207,2003-12-09,Simon & Schuster,"Fantasy;Young Adult;Historical,Historical Fiction;Fiction;Historical;Fantasy,Paranormal;Romance;Fantasy,Magic;Young Adult,Teen;Young Adult,Young Adult Fantasy",Libba Bray
3684,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,en-US,224,130,16,2006-12-01,Plume Books,Nonfiction;How To;Education,Kym Douglas
3685,Black Beauty,Anna Sewell,3.96,eng,245,208684,3358,2003-03-01,Scholastic Paperbacks,"Classics;Fiction;Childrens;Animals;Young Adult;Animals,Horses;Historical,Historical Fiction;Childrens,Middle Grade;Adventure;Historical",Anna Sewell
